ColumnID,Num_ColumnID,Table_ID,Num_Table_ID,Table_Name,Column_Name
C3B0EE31-C7E1-F188-F3C6-2585FFD74D33,78,3A0E8C0F-A05B-2B6D-9D03-8AE970570661,71,"Course","Course_no",
208E4D9B-84F4-8F08-8F7C-33F61DC7ECFD,82,5A296CFF-1A16-A5C7-5903-B15157D51651,72,"Instructor","Instructor_no",
A5FE3F58-CCA6-0200-74C4-86849E9133EB,90,79DEF205-4A13-F722-5D21-FC35F7FBB0E9,73,"Module_code","module_code",
C06AF4EF-111C-DE81-CCF6-845411676A3D,84,A433B330-22E0-6879-7FE0-624AB99D84EB,74,"Seat","Seat_id",
8693071C-790C-21C9-E96C-F0E2D0379389,87,1580A7CC-4D36-4EBA-AA59-0117712EBC64,75,"Student","Student_id",
